loan_amnt,total_acc,loan_status,funded_amnt,id,grade,emp_length,revol_bal,annual_inc,issue_date,addr_state
12500,37,Fully Paid,12500,590764,E,10+ years,29208,90000,01/10/2010,MA
2000,6,Fully Paid,2000,590742,C,n/a,8460,24702,01/10/2010,IL
10000,12,Fully Paid,10000,590275,A,4 years,14028,36996,01/10/2010,PA
24250,33,Fully Paid,24250,590714,D,8 years,20764,93000,01/10/2010,OH
5600,38,Fully Paid,5600,590666,B,4 years,8792,79000,01/10/2010,NJ
10000,29,Fully Paid,10000,590617,B,3 years,3324,75000,01/10/2010,MA
5000,28,Fully Paid,5000,587091,B,< 1 year,207,72000,01/10/2010,OH
5000,6,Fully Paid,5000,590571,E,10+ years,440,27600,01/10/2010,NY
24000,20,Fully Paid,24000,590564,B,3 years,5842,90000,01/10/2010,PA
3000,22,Fully Paid,3000,589902,D,4 years,588,65004,01/10/2010,FL
6000,15,Fully Paid,6000,589891,C,3 years,21206,41280,01/10/2010,HI
5000,10,Fully Paid,5000,589858,C,1 year,3187,28800,01/10/2010,FL
2100,16,Fully Paid,2100,590496,A,n/a,68,19200,01/10/2010,GA
2000,7,Fully Paid,2000,590495,B,5 years,66,45000,01/10/2010,TX
15000,14,Fully Paid,15000,590474,C,10+ years,22590,90000,01/10/2010,MA
4000,21,Fully Paid,4000,590278,A,2 years,5193,44470,01/10/2010,AZ
20000,32,Fully Paid,20000,590471,A,10+ years,9058,225000,01/10/2010,CA
5000,36,Fully Paid,5000,590467,E,2 years,19484,115000,01/10/2010,CA
5600,23,Fully Paid,5600,450302,B,5 years,4118,40250,01/10/2010,MI
18000,19,Fully Paid,18000,590433,B,10+ years,13244,72844,01/10/2010,CA
8000,35,Fully Paid,8000,588220,D,2 years,3776,39996,01/10/2010,NY
10500,27,Fully Paid,10500,590382,B,6 years,15053,84000,01/10/2010,CA
25000,30,Charged Off,25000,590350,E,< 1 year,14676,150000,01/10/2010,CA
12000,14,Fully Paid,12000,590335,B,5 years,3589,100000,01/10/2010,NY
5000,8,Fully Paid,5000,590129,F,4 years,6610,72000,01/10/2010,CA
2700,9,Fully Paid,2700,590346,B,2 years,1839,30000,01/10/2010,NY
20000,41,Charged Off,20000,590333,G,5 years,13557,69000,01/10/2010,CO
13000,23,Fully Paid,13000,587148,B,< 1 year,25725,50004,01/10/2010,PA
14000,16,Fully Paid,14000,590312,A,5 years,2378,36000,01/10/2010,FL
6000,23,Charged Off,6000,590285,E,5 years,11975,65600,01/10/2010,MA
8000,17,Charged Off,8000,590232,D,< 1 year,9123,70000,01/10/2010,CA
13600,44,Fully Paid,13600,589082,D,10+ years,19357,49000,01/10/2010,MD
9000,10,Fully Paid,9000,589931,D,3 years,10374,70000,01/10/2010,NY
25000,45,Fully Paid,25000,590230,C,10+ years,18886,68640,01/10/2010,CA
8000,19,Charged Off,8000,590215,D,2 years,11422,40000,01/10/2010,MA
10000,18,Fully Paid,10000,590188,B,6 years,13890,48996,01/10/2010,IL
10000,7,Fully Paid,10000,590214,D,4 years,2591,50000,01/09/2010,CA
7000,16,Fully Paid,7000,590159,A,10+ years,2165,52800,01/10/2010,VA
5000,15,Fully Paid,5000,590199,C,6 years,3425,45600,01/10/2010,SC
15000,19,Fully Paid,15000,590176,F,9 years,10747,82000,01/10/2010,CA
15800,13,Fully Paid,15800,589410,D,5 years,9412,37000,01/10/2010,IL
8000,32,Fully Paid,8000,590182,A,2 years,7292,52000,01/10/2010,IL
20000,10,Fully Paid,20000,590102,G,3 years,80201,126000,01/10/2010,GA
10000,25,Fully Paid,10000,578649,A,7 years,10303,71496,01/10/2010,VA
3250,9,Charged Off,3250,589439,C,4 years,3709,10200,01/10/2010,NJ
5400,51,Fully Paid,5400,587316,D,4 years,6900,85000,01/10/2010,TX
4000,19,Charged Off,4000,590043,C,2 years,15218,35000,01/10/2010,FL
5600,14,Fully Paid,5600,590036,D,3 years,3048,30000,01/10/2010,NJ
3000,16,Fully Paid,3000,590035,B,10+ years,9718,30000,01/10/2010,MD
8400,18,Fully Paid,8400,589991,F,3 years,5170,90000,01/10/2010,VT
21000,19,Fully Paid,21000,589964,B,2 years,3734,42000,01/10/2010,FL
1800,16,Fully Paid,1800,589923,A,< 1 year,2605,35000,01/10/2010,VA
10000,8,Fully Paid,10000,589884,D,n/a,394,27480,01/10/2010,WV
6000,30,Fully Paid,6000,577078,B,2 years,18272,49000,01/10/2010,PA
4000,25,Fully Paid,4000,589888,B,3 years,28141,75000,01/10/2010,CA
21250,30,Fully Paid,21250,589860,D,3 years,17319,60000,01/09/2010,CA
10000,47,Fully Paid,10000,589171,B,7 years,15976,110000,01/09/2010,CA
7200,19,Fully Paid,7200,589815,B,n/a,0,49000,01/09/2010,CA
2500,17,Fully Paid,2500,589816,C,5 years,4245,60000,01/09/2010,TX
7750,9,Fully Paid,7750,589786,A,2 years,9049,23004,01/10/2010,FL
12000,22,Fully Paid,12000,589422,E,< 1 year,14390,50000,01/09/2010,NY
15000,28,Fully Paid,15000,535823,E,5 years,12787,83600,01/10/2010,VA
13200,20,Fully Paid,13200,589749,D,5 years,9114,40000,01/10/2010,AZ
12000,23,Fully Paid,12000,589733,B,10+ years,8919,37000,01/09/2010,OH
24000,35,Charged Off,24000,589730,E,10+ years,26455,96000,01/10/2010,NY
10000,7,Fully Paid,10000,584107,B,3 years,5843,80000,01/09/2010,CA
25000,39,Fully Paid,25000,581861,B,5 years,42744,110000,01/10/2010,OR
10000,34,Fully Paid,10000,589646,A,10+ years,22375,122400,01/10/2010,CA
15000,21,Fully Paid,15000,589671,C,< 1 year,10411,70000,01/10/2010,NY
9000,15,Fully Paid,9000,589653,A,3 years,798,25000,01/10/2010,SC
1500,21,Fully Paid,1500,588947,B,2 years,2122,57996,01/10/2010,FL
8000,25,Charged Off,8000,589608,E,3 years,6455,40000,01/10/2010,NY
15000,31,Fully Paid,15000,588901,A,n/a,5137,40800,01/10/2010,WI
9600,24,Charged Off,9600,580277,D,4 years,16555,90000,01/09/2010,VA
25000,42,Fully Paid,25000,560860,C,10+ years,41716,329000,01/10/2010,LA
5000,10,Fully Paid,5000,589601,B,n/a,5423,24468,01/09/2010,MO
2550,29,Fully Paid,2550,586758,C,< 1 year,4171,93600,01/09/2010,CA
25000,28,Fully Paid,25000,589570,E,9 years,7297,92000,01/10/2010,OK
21250,19,Fully Paid,21250,589559,D,10+ years,13909,65000,01/10/2010,AZ
6000,39,Fully Paid,6000,589554,B,6 years,197,27692,01/10/2010,NY
4500,16,Fully Paid,4500,582724,A,6 years,605,32000,01/09/2010,WA
8000,21,Fully Paid,8000,588766,A,5 years,18182,70000,01/09/2010,LA
8000,26,Fully Paid,8000,589515,A,10+ years,10408,84000,01/09/2010,NJ
7500,35,Fully Paid,7500,585432,A,10+ years,2511,46300,01/09/2010,GA
7750,25,Fully Paid,7750,589332,F,4 years,2274,27000,01/10/2010,TX
7000,10,Charged Off,7000,589416,B,n/a,2804,13740,01/09/2010,MO
2750,5,Fully Paid,2750,587109,D,9 years,2085,16800,01/09/2010,MO
10000,11,Charged Off,10000,589452,D,2 years,10935,48000,01/09/2010,MD
1000,10,Fully Paid,1000,589413,B,7 years,4118,55000,01/09/2010,CA
10000,17,Fully Paid,10000,589404,C,5 years,13980,64999,01/09/2010,NM
7300,18,Fully Paid,7300,589400,C,1 year,6992,26400,01/09/2010,NJ
8000,5,Fully Paid,8000,573283,F,6 years,5770,30000,01/10/2010,CA
10000,9,Fully Paid,10000,589349,C,< 1 year,5620,32000,01/09/2010,PA
13000,17,Fully Paid,13000,589343,B,< 1 year,8096,43800,01/09/2010,MA
25000,27,Fully Paid,25000,589347,D,2 years,65572,165000,01/10/2010,NY
12000,12,Charged Off,12000,582595,F,10+ years,389,125000,01/09/2010,TX
5500,25,Fully Paid,5500,589127,A,6 years,7982,54996,01/09/2010,PA
20000,26,Fully Paid,20000,589345,A,10+ years,12186,889000,01/10/2010,NY
25000,33,Fully Paid,25000,587791,E,10+ years,34723,285000,01/10/2010,MA
7000,7,Fully Paid,7000,584907,D,3 years,7891,24996,01/09/2010,NJ
6000,23,Charged Off,6000,589288,B,7 years,578,68065,01/10/2010,CA
1000,11,Fully Paid,1000,589250,C,< 1 year,4736,24960,01/09/2010,IL
3000,22,Fully Paid,3000,589245,A,2 years,3413,36000,01/09/2010,MA
20000,18,Fully Paid,20000,589213,F,3 years,20548,77000,01/09/2010,GA
1600,12,Fully Paid,1600,579167,D,n/a,11668,57600,01/09/2010,CA
8400,34,Charged Off,8400,589153,C,< 1 year,8686,35400,01/09/2010,LA
9000,18,Fully Paid,9000,589122,D,< 1 year,7623,50000,01/09/2010,CA
16000,20,Fully Paid,16000,587028,B,< 1 year,14666,55000,01/09/2010,NY
18250,15,Charged Off,18250,589107,C,6 years,15079,29784,01/09/2010,WA
12000,21,Fully Paid,12000,589090,C,10+ years,11758,96000,01/09/2010,WA
10000,13,Fully Paid,10000,589015,C,2 years,3945,71073,01/09/2010,NY
15000,63,Fully Paid,15000,589022,A,10+ years,1233,55000,01/10/2010,FL
8000,16,Fully Paid,8000,584461,B,5 years,10202,550000,01/09/2010,WA
7200,25,Fully Paid,7200,588972,C,10+ years,22304,68400,01/09/2010,CA
14000,23,Fully Paid,14000,588951,A,10+ years,23356,71000,01/10/2010,PA
7500,12,Fully Paid,7500,588949,B,1 year,0,35004,01/09/2010,CT
8000,20,Fully Paid,8000,588914,E,3 years,99630,150000,01/09/2010,NY
8000,5,Fully Paid,8000,588911,F,< 1 year,5068,41000,01/09/2010,FL
18000,23,Fully Paid,18000,587515,B,< 1 year,17461,55000,01/09/2010,CA
7600,31,Fully Paid,7600,588902,B,n/a,8643,41412,01/10/2010,AZ
5000,10,Fully Paid,5000,588898,C,< 1 year,3562,16800,01/09/2010,CA
24000,43,Fully Paid,24000,586506,A,10+ years,20473,83004,01/09/2010,MD
10000,4,Fully Paid,10000,588843,C,3 years,2030,33600,01/10/2010,CA
7750,25,Fully Paid,7750,587170,A,10+ years,13481,65000,01/09/2010,NY
6000,24,Fully Paid,6000,585531,B,10+ years,11623,45000,01/09/2010,GA
9000,18,Fully Paid,9000,588842,A,1 year,3156,50000,01/10/2010,CA
10800,20,Fully Paid,10800,587629,A,6 years,21214,77000,01/09/2010,IL
8000,19,Fully Paid,8000,588776,B,3 years,10446,38790,01/09/2010,VT
10000,20,Fully Paid,10000,588714,B,< 1 year,1492,42324,01/09/2010,TX
12000,29,Fully Paid,12000,587343,D,2 years,12688,87504,01/09/2010,TX
9600,26,Fully Paid,9600,588796,B,4 years,514,35000,01/09/2010,SC
11000,26,Fully Paid,11000,588789,B,4 years,9743,51000,01/09/2010,AZ
7000,13,Fully Paid,7000,588779,C,10+ years,3157,65000,01/10/2010,VA
10800,8,Fully Paid,10800,588772,B,2 years,5134,50000,01/09/2010,UT
12600,25,Fully Paid,12600,586897,D,7 years,4624,66996,01/09/2010,NY
4000,10,Fully Paid,4000,588707,C,1 year,2226,34500,01/09/2010,PA
14400,31,Fully Paid,14400,587567,A,2 years,15,61000,01/09/2010,CA
21600,10,Fully Paid,21600,583126,C,2 years,3488,63000,01/09/2010,NJ
6000,12,Fully Paid,6000,587559,D,2 years,935,35000,01/09/2010,NJ
7500,9,Fully Paid,7500,588668,B,3 years,1620,66000,01/09/2010,VA
5000,17,Fully Paid,5000,588657,B,2 years,764,27036,01/09/2010,OR
10500,19,Fully Paid,10500,588664,D,4 years,11182,85000,01/09/2010,TX
6875,17,Fully Paid,6875,588649,B,5 years,1184,80266,01/09/2010,CA
6000,12,Fully Paid,6000,588646,E,2 years,6646,31000,01/09/2010,OH
2350,5,Fully Paid,2350,588642,C,6 years,0,44400,01/09/2010,TX
3500,37,Fully Paid,3500,588608,A,6 years,168,65000,01/10/2010,TX
5000,21,Fully Paid,5000,588530,A,n/a,1717,13800,01/09/2010,MD
9000,31,Fully Paid,9000,581993,A,4 years,13522,139380,01/09/2010,CO
4800,50,Fully Paid,4800,588594,B,10+ years,32277,72996,01/09/2010,OH
15000,52,Fully Paid,15000,580956,A,10+ years,25415,72000,01/09/2010,LA
10500,11,Fully Paid,10500,588584,C,3 years,2756,52400,01/09/2010,IL
4000,11,Fully Paid,4000,588575,B,1 year,4132,34200,01/09/2010,CA
22750,60,Charged Off,22750,588458,E,9 years,25975,70000,01/10/2010,WI
18000,40,Charged Off,18000,588455,B,10+ years,9714,54000,01/09/2010,GA
15000,30,Fully Paid,15000,585008,A,1 year,58905,95004,01/09/2010,FL
24000,26,Fully Paid,24000,588228,C,10+ years,3992,115000,01/09/2010,TX
7200,21,Charged Off,7200,588267,B,2 years,10247,55700,01/09/2010,NV
1800,11,Fully Paid,1800,588152,C,n/a,733,12000,01/10/2010,PA
25000,27,Fully Paid,25000,583218,D,2 years,19662,50000,01/10/2010,IL
3200,3,Fully Paid,3200,588193,D,5 years,0,36000,01/10/2010,NY
20000,24,Fully Paid,20000,588156,D,6 years,6274,60000,01/09/2010,FL
8000,22,Charged Off,8000,588008,D,10+ years,6774,45678,01/09/2010,CT
5000,7,Fully Paid,5000,588136,A,10+ years,287,10800,01/09/2010,NM
10000,18,Charged Off,10000,588126,B,7 years,13689,30000,01/09/2010,CA
16000,46,Fully Paid,16000,584508,D,10+ years,24765,95000,01/09/2010,MD
6000,7,Fully Paid,6000,586611,A,7 years,5507,26004,01/09/2010,NJ
20500,22,Fully Paid,20500,588097,C,10+ years,0,60000,01/09/2010,PA
9000,18,Fully Paid,9000,579702,A,1 year,9454,57000,01/09/2010,CA
13500,38,Fully Paid,13500,587535,B,9 years,4761,56148,01/09/2010,CA
3000,21,Fully Paid,3000,587893,B,6 years,0,69996,01/09/2010,MA
25000,39,Fully Paid,25000,588043,B,8 years,15573,74000,01/10/2010,CA
2500,22,Fully Paid,2500,588049,A,10+ years,29450,81800,01/09/2010,PA
11100,9,Fully Paid,11100,588050,D,< 1 year,757,37500,01/09/2010,CA
12000,11,Fully Paid,12000,586568,E,2 years,10239,30000,01/09/2010,MD
5000,12,Fully Paid,5000,587979,B,3 years,16352,54996,01/09/2010,NY
20000,12,Fully Paid,20000,586487,C,7 years,6955,55000,01/10/2010,SC
14000,18,Fully Paid,14000,572463,B,1 year,8066,37440,01/09/2010,CA
5000,42,Charged Off,5000,587985,B,7 years,23320,86700,01/09/2010,WA
20000,30,Fully Paid,20000,587971,B,10+ years,8848,90000,01/09/2010,NY
8000,38,Fully Paid,8000,587967,C,10+ years,10263,120000,01/09/2010,IL
6000,12,Fully Paid,6000,587918,C,< 1 year,5014,35000,01/09/2010,PA
10000,21,Fully Paid,10000,587924,B,10+ years,12840,77256,01/09/2010,AZ
12000,25,Fully Paid,12000,587884,B,10+ years,6319,20004,01/09/2010,GA
15250,52,Fully Paid,15250,587916,E,10+ years,2920,55600,01/09/2010,NY
15000,26,Fully Paid,15000,587914,F,10+ years,7797,59500,01/09/2010,NV
9100,10,Fully Paid,9100,586071,A,< 1 year,7087,125000,01/09/2010,NY
8400,17,Fully Paid,8400,585232,C,10+ years,5501,49901,01/09/2010,OH
21000,24,Fully Paid,21000,585731,D,2 years,11199,59100,01/09/2010,WI
8700,36,Fully Paid,8700,587832,A,5 years,20104,72000,01/09/2010,KY
5000,33,Charged Off,5000,587874,A,8 years,5222,65000,01/09/2010,MA
8000,11,Charged Off,8000,587749,D,1 year,0,38400,01/10/2010,PA
15000,43,Fully Paid,15000,580334,B,10+ years,9269,64000,01/09/2010,CT
1675,8,Fully Paid,1675,587088,D,1 year,10228,28800,01/09/2010,FL
16000,32,Fully Paid,16000,587770,A,2 years,8309,102960,01/09/2010,VA
1000,24,Fully Paid,1000,587753,B,7 years,2305,42000,01/09/2010,TX
25000,35,Fully Paid,25000,587648,B,4 years,18988,175000,01/09/2010,TX
15000,22,Fully Paid,15000,587591,A,6 years,4934,38000,01/09/2010,CA
6250,21,Fully Paid,6250,587584,A,9 years,547,65000,01/09/2010,PA
12000,17,Fully Paid,12000,587538,B,3 years,11457,26000,01/10/2010,OH
3000,27,Fully Paid,3000,587381,A,1 year,14215,57000,01/09/2010,FL
13000,18,Charged Off,13000,587548,A,3 years,12501,54000,01/09/2010,CT
4500,24,Fully Paid,4500,587555,A,10+ years,68618,84906,01/09/2010,VA
5000,21,Fully Paid,5000,587552,E,3 years,376,75000,01/09/2010,CA
8000,16,Fully Paid,8000,587520,A,10+ years,1319,108396,01/09/2010,PA
10000,18,Charged Off,10000,587541,B,10+ years,892,100000,01/09/2010,MA
6000,26,Charged Off,6000,587513,A,5 years,6180,35000,01/09/2010,KY
6300,10,Fully Paid,6300,583522,B,4 years,11935,54380,01/09/2010,CA
3500,8,Fully Paid,3500,587428,D,10+ years,761,40000,01/09/2010,WV
18400,31,Fully Paid,18400,587412,F,2 years,18671,62000,01/09/2010,GA
4000,21,Fully Paid,4000,587406,C,1 year,2844,36000,01/09/2010,CA
18000,32,Fully Paid,18000,587391,A,2 years,16864,100000,01/09/2010,NY
10000,40,Fully Paid,10000,587395,A,10+ years,18671,106000,01/09/2010,CT
15000,20,Charged Off,15000,587375,E,3 years,76186,85000,01/09/2010,CT
6000,32,Fully Paid,6000,587348,B,10+ years,21440,69000,01/10/2010,NY
5000,24,Fully Paid,5000,587328,B,3 years,17848,54996,01/09/2010,SC
5000,16,Fully Paid,5000,587236,D,8 years,4095,98760,01/09/2010,VA
4500,30,Fully Paid,4500,586715,B,3 years,445,83004,01/09/2010,AL
7200,22,Fully Paid,7200,585900,C,2 years,4054,75000,01/09/2010,CA
4500,26,Fully Paid,4500,587263,A,2 years,5568,80000,01/09/2010,NH
5600,40,Fully Paid,5600,587231,D,9 years,16266,96000,01/09/2010,CA
2000,5,Fully Paid,2000,587161,D,< 1 year,10599,21600,01/09/2010,CA
7200,15,Fully Paid,7200,587194,C,2 years,16025,65000,01/09/2010,CA
6000,26,Charged Off,6000,587182,B,2 years,0,30000,01/09/2010,NJ
3000,31,Fully Paid,3000,587156,B,3 years,52327,55000,01/09/2010,MD
2400,19,Fully Paid,2400,587143,B,< 1 year,26169,60000,01/09/2010,CT
25000,40,Fully Paid,25000,572633,B,1 year,48872,162000,01/10/2010,PA
5000,29,Charged Off,5000,587069,A,10+ years,3371,54000,01/09/2010,FL
8500,28,Fully Paid,8500,583440,A,10+ years,8000,58000,01/09/2010,AZ
16000,19,Fully Paid,16000,586967,D,< 1 year,10916,60000,01/09/2010,KY
6000,12,Fully Paid,6000,586951,A,4 years,1990,63000,01/09/2010,LA
20000,8,Fully Paid,20000,586971,F,< 1 year,16001,55000,01/09/2010,CT
8400,29,Fully Paid,8400,586957,D,< 1 year,45233,120000,01/10/2010,IL
12000,31,Fully Paid,12000,586934,C,3 years,9192,53004,01/09/2010,GA
6000,11,Fully Paid,6000,586933,D,1 year,3221,35000,01/09/2010,IL
6400,35,Fully Paid,6400,586924,D,10+ years,13519,75000,01/09/2010,CA
20000,21,Fully Paid,20000,580766,B,2 years,36414,125000,01/09/2010,NM
1400,31,Charged Off,1400,586853,B,5 years,13491,41652,01/09/2010,CA
12000,8,Fully Paid,12000,582113,E,10+ years,2240,50400,01/09/2010,CA
6000,23,Fully Paid,6000,586391,B,10+ years,8992,89058,01/09/2010,NY
12300,12,Fully Paid,12300,586802,B,3 years,8316,28080,01/09/2010,CA
15000,18,Fully Paid,15000,586712,D,10+ years,9171,65000,01/09/2010,CA
10000,16,Fully Paid,10000,586602,C,1 year,9177,51996,01/09/2010,CA
25000,21,Fully Paid,25000,586686,C,9 years,32954,65000,01/09/2010,NY
19600,33,Fully Paid,19600,586685,A,7 years,30339,57500,01/09/2010,CT
14000,26,Fully Paid,14000,586671,C,10+ years,10041,60000,01/09/2010,AL
25000,15,Fully Paid,25000,586617,E,5 years,9978,66504,01/09/2010,CA
6000,18,Charged Off,6000,586259,E,< 1 year,1575,50000,01/09/2010,NY
25000,30,Fully Paid,25000,584677,B,10+ years,25731,90000,01/09/2010,OH
25000,40,Charged Off,25000,582576,C,7 years,41257,125000,01/10/2010,LA
10000,22,Fully Paid,10000,581779,A,4 years,3009,33996,01/09/2010,CO
6000,14,Fully Paid,6000,586536,A,9 years,6771,21600,01/09/2010,NV
4000,8,Fully Paid,4000,585734,B,n/a,1058,13212,01/09/2010,CA
5200,11,Fully Paid,5200,586570,B,3 years,6946,75000,01/09/2010,NY
3000,34,Fully Paid,3000,586434,B,2 years,50434,180000,01/09/2010,GA
4000,19,Fully Paid,4000,586557,C,10+ years,324,60000,01/09/2010,AZ
8000,19,Charged Off,8000,586526,B,1 year,13776,67000,01/09/2010,VA
12000,25,Fully Paid,12000,586494,B,4 years,7235,37000,01/09/2010,MN
5600,34,Charged Off,5600,586508,C,< 1 year,10815,39000,01/09/2010,MD
10000,25,Charged Off,10000,586484,A,10+ years,11252,45000,01/09/2010,AL
24000,18,Charged Off,24000,585489,G,9 years,5435,78000,01/09/2010,CA
9000,17,Fully Paid,9000,586470,A,10+ years,5824,70000,01/09/2010,OR
15000,39,Fully Paid,15000,585684,D,3 years,16827,90000,01/09/2010,VA
6400,12,Fully Paid,6400,586440,C,2 years,16379,93500,01/09/2010,VA
8500,13,Charged Off,8500,586347,C,2 years,5041,45000,01/10/2010,GA
8000,24,Fully Paid,8000,586429,C,7 years,8500,72000,01/09/2010,FL
6000,41,Charged Off,6000,586427,B,3 years,138,42000,01/09/2010,NY
3600,46,Fully Paid,3600,585911,A,10+ years,16126,62000,01/09/2010,OH
5000,14,Fully Paid,5000,586401,A,1 year,8992,38250,01/09/2010,IL
2000,10,Charged Off,2000,586394,C,4 years,2388,50004,01/09/2010,FL
8000,11,Fully Paid,8000,586372,A,4 years,6779,50000,01/09/2010,CA
25000,23,Fully Paid,25000,586360,G,7 years,24969,108000,01/09/2010,OK
4800,22,Charged Off,4800,586350,C,3 years,6,80000,01/09/2010,NV
10000,41,Fully Paid,10000,586326,B,10+ years,41320,147500,01/09/2010,FL
4200,5,Fully Paid,4200,586130,A,n/a,1527,27000,01/10/2010,TX
9600,20,Charged Off,9600,585060,B,10+ years,2009,50400,01/09/2010,CA
5500,35,Fully Paid,5500,586287,B,10+ years,21441,46800,01/09/2010,AZ
7500,28,Fully Paid,7500,586275,D,< 1 year,38604,175000,01/09/2010,MA
12000,10,Charged Off,12000,586145,E,1 year,22945,54000,01/09/2010,NY
3000,4,Fully Paid,3000,582837,C,2 years,4573,24000,01/09/2010,TX
15000,18,Fully Paid,15000,585675,B,10+ years,8150,48000,01/10/2010,VA
10000,8,Charged Off,10000,586253,C,10+ years,10659,41000,01/10/2010,MN
24250,53,Fully Paid,24250,586202,B,10+ years,40175,140000,01/09/2010,CA
8250,29,Fully Paid,8250,586251,C,5 years,16058,37200,01/09/2010,NY
15000,13,Fully Paid,15000,586247,B,10+ years,16876,95000,01/09/2010,NY
14700,30,Fully Paid,14700,586249,F,< 1 year,14774,172200,01/09/2010,TX
25000,30,Fully Paid,25000,586236,C,10+ years,21064,66000,01/09/2010,FL
12000,19,Fully Paid,12000,586235,A,1 year,7114,85000,01/09/2010,GA
12000,27,Charged Off,12000,586223,C,6 years,10751,78000,01/09/2010,NJ
6000,16,Fully Paid,6000,584352,C,5 years,3527,25000,01/10/2010,IL
5500,20,Fully Paid,5500,586207,B,2 years,4404,30000,01/09/2010,NM
18750,32,Fully Paid,18750,585680,B,2 years,11923,70000,01/09/2010,AK
1700,12,Fully Paid,1700,586126,C,2 years,4786,45000,01/09/2010,MD
7200,22,Fully Paid,7200,586116,B,6 years,5459,35328,01/09/2010,CA
3000,16,Charged Off,3000,586093,C,10+ years,1438,74400,01/09/2010,UT
10000,21,Fully Paid,10000,586065,D,2 years,2093,50784,01/09/2010,CA
16750,21,Fully Paid,16750,575815,B,1 year,12508,44500,01/09/2010,TX
20000,25,Charged Off,20000,586074,G,10+ years,16044,93000,01/09/2010,WI
5000,34,Fully Paid,5000,586068,B,10+ years,13269,86000,01/09/2010,NJ
7000,4,Charged Off,7000,586061,D,< 1 year,3850,38000,01/10/2010,CA
23500,15,Fully Paid,23500,586034,B,2 years,6708,40000,01/09/2010,KY
2400,11,Charged Off,2400,586046,C,< 1 year,1817,19200,01/09/2010,CA
20000,34,Fully Paid,20000,583128,B,10+ years,19598,66912,01/09/2010,CA
3000,10,Fully Paid,3000,585939,D,2 years,9323,140000,01/09/2010,TX
7000,27,Fully Paid,7000,585909,A,2 years,6601,44000,01/09/2010,AZ
2500,10,Fully Paid,2500,585912,A,3 years,11490,18000,01/09/2010,MN
13750,21,Fully Paid,13750,585885,D,8 years,12429,43200,01/09/2010,OR
4000,27,Fully Paid,4000,585895,A,1 year,5898,65200,01/09/2010,TX
5000,53,Charged Off,5000,585755,A,10+ years,19771,70000,01/09/2010,NJ
8000,35,Charged Off,8000,585836,B,10+ years,5052,78000,01/09/2010,CA
2800,10,Fully Paid,2800,585825,D,3 years,656,13000,01/09/2010,NJ
4000,4,Fully Paid,4000,585801,A,5 years,465,19200,01/09/2010,CA
4500,25,Fully Paid,4500,585795,D,2 years,3930,110000,01/09/2010,SC
3000,14,Fully Paid,3000,585771,C,10+ years,1257,67675,01/09/2010,MT
7000,11,Charged Off,7000,585759,E,< 1 year,5830,25000,01/09/2010,OH
8000,52,Fully Paid,8000,585752,A,1 year,1426,83500,01/09/2010,CA
14500,10,Charged Off,14500,585745,B,< 1 year,0,45760,01/09/2010,OK
10000,25,Fully Paid,10000,583920,A,4 years,13312,89004,01/09/2010,MO
18250,48,Fully Paid,18250,585712,C,10+ years,26645,185000,01/09/2010,NY
19000,17,Fully Paid,19000,585658,D,7 years,19971,53400,01/09/2010,FL
6250,14,Fully Paid,6250,585651,E,< 1 year,7794,20000,01/09/2010,CA
1200,36,Fully Paid,1200,585629,C,10+ years,11623,53000,01/09/2010,NY
